step,total_energy,energy_per_atom,energy_per_puo2,event_applied,accepted_event_kind,exact_delta_E_if_checked,predicted_delta_E,uncertainty,good_event_probability,total_rate,kmc_time,pu_coordination_defects,o_coordination_defects,total_coordination_defects,bulk_coordination_defects,surface_coordination_defects,mean_abs_coordination_error,fluorite_order_score,bulk_fluorite_order_score,soft_coordination_order_score,rdf_pu_o_peak_sharpness,min_distance_pu_o,min_distance_o_o,min_distance_pu_pu,wall_time_s,steps_per_second
149,-6549.905849951402,-15.59501392845572,-46.785041785367156,1,coordination,-0.6840511774523215,-0.6840511774523215,0.0,1.0,,,135.0,225.0,360.0,279.0,81.0,1.5380952380952382,0.530952380952381,0.6420118343195266,0.7110119047619048,2.7067262146433895,1.9009918970705793,2.0090862665787728,3.057794273615278,29.79019789999802,10.070426554635944
150,,,,1,surface_compression,-0.20718641701592588,-0.20718641701592588,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
151,,,,1,coordination,0.064955020609613,0.064955020609613,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
152,,,,1,coordination,0.02022884656281221,0.02022884656281221,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
153,,,,1,surface_compression,-0.08740428156469093,-0.08740428156469093,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
154,,,,1,coordination,-0.16713450075529224,-0.16713450075529224,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
155,,,,1,random_bulk,-0.38905036179120245,-0.38905036179120245,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
156,,,,1,surface_compression,-0.11426411268107728,-0.11426411268107728,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
157,,,,1,coordination,-0.002397528460694076,-0.002397528460694076,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
158,,,,1,coordination,-0.05782724971293973,-0.05782724971293973,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
159,,,,1,coordination,0.16937952695566239,0.16937952695566239,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
160,,,,0,rejected_coordination,0.510570941440168,0.510570941440168,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
161,,,,0,rejected_coordination,0.4103790632679072,0.4103790632679072,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
162,,,,1,relaxation,-0.021380092590582933,-0.021380092590582933,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
163,,,,1,random_surface,-0.01960443099708087,-0.01960443099708087,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
164,,,,1,random_surface,-0.07339672680149611,-0.07339672680149611,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
165,,,,1,relaxation,0.07338922816894922,0.07338922816894922,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
166,,,,1,relaxation,-0.11306499909195011,-0.11306499909195011,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
167,,,,1,surface,0.3096772103376999,0.3096772103376999,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
168,,,,1,surface,-0.24707199529350277,-0.24707199529350277,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
169,,,,1,surface,-0.04755963751368597,-0.04755963751368597,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
170,,,,1,relaxation,-0.22699536634161888,-0.22699536634161888,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
171,,,,1,coordination,-0.0075817323663969205,-0.0075817323663969205,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
172,,,,1,random_surface,-0.35295578306715925,-0.35295578306715925,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
173,,,,1,random_surface,0.0252845430562445,0.0252845430562445,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
174,-6551.401153236355,-15.598574174372272,-46.79572252311682,1,coordination,-0.023342444581977873,-0.023342444581977873,0.0,1.0,,,135.0,225.0,360.0,280.0,80.0,1.5380952380952382,0.530952380952381,0.640117994100295,0.7110119047619048,2.7582477014602484,1.9009918970705793,2.0090862665787728,3.057794273615278,29.79019789999802,10.070426554635944
175,,,,0,rejected_coordination,0.4936907260340533,0.4936907260340533,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
176,,,,0,rejected_random_surface,0.38094728604954753,0.38094728604954753,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
177,,,,1,coordination,0.07979041876983572,0.07979041876983572,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
178,,,,1,random_bulk,0.051083764970755396,0.051083764970755396,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
179,,,,1,coordination,0.005060385568562253,0.005060385568562253,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
180,,,,1,coordination,-0.9430596539924885,-0.9430596539924885,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
181,,,,0,rejected_surface,0.35829800214972707,0.35829800214972707,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
182,,,,1,surface,0.03144582543721697,0.03144582543721697,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
183,,,,1,relaxation,0.051594544474340864,0.051594544474340864,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
184,,,,1,coordination,-0.00410860383838596,-0.00410860383838596,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
185,,,,1,relaxation,-0.0683392036019086,-0.0683392036019086,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
186,,,,1,coordination,0.16782874519766366,0.16782874519766366,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
187,,,,1,relaxation,-0.0227027140605518,-0.0227027140605518,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
188,,,,1,coordination,0.03859006388912434,0.03859006388912434,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
189,,,,1,surface_compression,0.2032079900082877,0.2032079900082877,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
190,,,,0,rejected_surface,0.23233053671329174,0.23233053671329174,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
191,,,,0,rejected_surface,0.24358687061985762,0.24358687061985762,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
192,,,,0,rejected_coordination,0.8521764792401001,0.8521764792401001,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
193,,,,1,random_surface,0.08725639454918621,0.08725639454918621,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
194,,,,1,coordination,-0.028827678859997263,-0.028827678859997263,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
195,,,,0,rejected_surface_compression,0.08090009283880661,0.08090009283880661,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
196,,,,1,surface_compression,-0.07413566863618648,-0.07413566863618648,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
197,,,,1,surface,-0.3662041056632077,-0.3662041056632077,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
198,,,,0,rejected_surface_compression,0.4051843601010745,0.4051843601010745,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
199,-6552.192672732144,-15.600458744600344,-46.80137623380103,0,rejected_surface_compression,0.29330016835168493,0.29330016835168493,0.0,0.0,,,135.0,225.0,360.0,281.0,79.0,1.5380952380952382,0.530952380952381,0.638235294117647,0.7110119047619048,2.702337521956492,1.9009918970705793,2.0090862665787728,3.057794273615278,29.79019789999802,10.070426554635944
200,,,,0,rejected_coordination,0.7249789258124295,0.7249789258124295,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
201,,,,1,surface_compression,0.09661317507551459,0.09661317507551459,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
202,,,,1,coordination,0.25820709769106287,0.25820709769106287,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
203,,,,0,rejected_surface_compression,0.15533548369960215,0.15533548369960215,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
204,,,,1,surface_compression,0.021220579806119133,0.021220579806119133,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
205,,,,1,relaxation,-0.20520095837458996,-0.20520095837458996,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
206,,,,1,relaxation,-0.037053044889646,-0.037053044889646,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
207,,,,1,random_bulk,0.014457861812676498,0.014457861812676498,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
208,,,,1,coordination,-0.23769170960692776,-0.23769170960692776,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
209,,,,0,rejected_random_bulk,0.15514918719861726,0.15514918719861726,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
210,,,,1,random_surface,-0.004352074439498921,-0.004352074439498921,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
211,,,,1,coordination,0.24362367305086963,0.24362367305086963,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
212,,,,1,relaxation,0.1347780533140437,0.1347780533140437,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
213,,,,1,surface_compression,-0.02735509336251951,-0.02735509336251951,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
214,,,,0,rejected_surface_compression,0.0701848777679146,0.0701848777679146,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
215,,,,1,surface,-0.5897278630495748,-0.5897278630495748,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
216,,,,1,relaxation,-0.3163792674466652,-0.3163792674466652,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
217,,,,0,rejected_random_bulk,0.20536459593012069,0.20536459593012069,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
218,,,,1,surface_compression,0.10135242222962404,0.10135242222962404,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
219,,,,1,random_surface,0.015527486218953612,0.015527486218953612,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
220,,,,1,relaxation,-0.32880267466821067,-0.32880267466821067,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
221,,,,0,rejected_coordination,0.19308193769234805,0.19308193769234805,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
222,,,,1,surface_compression,-0.018604446406099484,-0.018604446406099484,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
223,,,,1,relaxation,-0.17884662348809677,-0.17884662348809677,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
224,-6553.2430975638945,-15.60295975610451,-46.80887926831353,1,coordination,0.007808574729084583,0.007808574729084583,0.0,0.0,,,134.0,226.0,360.0,281.0,79.0,1.5333333333333334,0.5333333333333333,0.6411764705882353,0.7116071428571429,2.724324324324324,1.9009918970705793,2.0090862665787728,3.057794273615278,29.79019789999802,10.070426554635944
225,,,,1,random_surface,-0.005536638158549323,-0.005536638158549323,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
226,,,,1,random_surface,0.2706408451468114,0.2706408451468114,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
227,,,,1,coordination,-0.03473648945986696,-0.03473648945986696,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
228,,,,1,relaxation,-0.2101453088093841,-0.2101453088093841,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
229,,,,0,rejected_coordination,0.9087349063091352,0.9087349063091352,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
230,,,,0,rejected_surface_compression,0.2913390190462941,0.2913390190462941,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
231,,,,1,relaxation,-0.15888664845584444,-0.15888664845584444,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
232,,,,1,relaxation,0.011742848389339144,0.011742848389339144,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
233,,,,1,surface_compression,-0.24975542502453862,-0.24975542502453862,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
234,,,,0,rejected_coordination,0.28001493688829626,0.28001493688829626,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
235,,,,0,rejected_coordination,0.07704674578122805,0.07704674578122805,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
236,,,,0,rejected_coordination,0.438738131459683,0.438738131459683,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
237,,,,1,surface,-0.014937906914980204,-0.014937906914980204,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
238,,,,1,surface,-0.033129722516470395,-0.033129722516470395,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
239,,,,1,surface_compression,-0.16198430799419938,-0.16198430799419938,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
240,,,,1,surface_compression,-0.0639302397537378,-0.0639302397537378,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
241,,,,1,surface_compression,-0.2308594452203554,-0.2308594452203554,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
242,,,,1,surface_compression,-0.23281181309211263,-0.23281181309211263,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
243,,,,1,relaxation,0.015989102428424218,0.015989102428424218,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
244,,,,1,relaxation,-0.12149057970653843,-0.12149057970653843,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
245,,,,1,surface_compression,0.19733679387021397,0.19733679387021397,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
246,,,,1,random_bulk,-0.006870356269544686,-0.006870356269544686,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
247,,,,1,coordination,0.013127143589770185,0.013127143589770185,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
248,,,,1,coordination,-0.05319529951822943,-0.05319529951822943,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
249,-6554.257082431176,-15.605374005788514,-46.816122017365544,1,surface,0.05544858019572274,0.05544858019572274,0.0,0.0,,,134.0,226.0,360.0,276.0,84.0,1.5285714285714285,0.5380952380952381,0.6526946107784432,0.7125,2.667026589283304,1.9009918970705793,2.0090862665787728,3.057794273615278,29.79019789999802,10.070426554635944
250,,,,1,surface,-0.07728320227253249,-0.07728320227253249,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
251,,,,1,relaxation,0.07808220010662481,0.07808220010662481,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
252,,,,1,coordination,-0.060874239226588855,-0.060874239226588855,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
253,,,,1,surface,0.05851483081478648,0.05851483081478648,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
254,,,,1,random_surface,-0.12483429565501325,-0.12483429565501325,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
255,,,,1,coordination,0.10738331372517962,0.10738331372517962,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
256,,,,1,surface,-0.7175067462601419,-0.7175067462601419,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
257,,,,1,surface_compression,-0.10231661338968934,-0.10231661338968934,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
258,,,,1,surface,-0.07368570858450596,-0.07368570858450596,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
259,,,,1,coordination,0.08439669922915982,0.08439669922915982,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
260,,,,0,rejected_surface_compression,0.1226838413714475,0.1226838413714475,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
261,,,,1,relaxation,0.012330554084250878,0.012330554084250878,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
262,,,,1,random_bulk,-0.14830579532350185,-0.14830579532350185,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
263,,,,1,surface_compression,0.002083484108386102,0.002083484108386102,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
264,,,,1,surface_compression,-0.17524200139834534,-0.17524200139834534,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
265,,,,0,rejected_surface_compression,0.1838341030865145,0.1838341030865145,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
266,,,,1,surface,0.10659234982187371,0.10659234982187371,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
267,,,,1,coordination,-0.10208141099582946,-0.10208141099582946,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
268,,,,1,coordination,-0.2857198355301236,-0.2857198355301236,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
269,,,,1,surface,0.08860986550614314,0.08860986550614314,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
270,,,,1,random_bulk,0.20180212433127664,0.20180212433127664,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
271,,,,1,surface_compression,-0.005542664482497628,-0.005542664482497628,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
272,,,,1,relaxation,-0.053943222854890394,-0.053943222854890394,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
273,,,,0,rejected_coordination,0.8091600712863496,0.8091600712863496,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
274,-6555.521441157997,-15.608384383709517,-46.82515315112855,1,surface_compression,-0.07681841255798005,-0.07681841255798005,0.0,1.0,,,134.0,225.0,359.0,277.0,82.0,1.5333333333333334,0.5333333333333333,0.6458333333333334,0.7119047619047619,2.6727738111275765,1.9009918970705793,2.0090862665787728,3.057794273615278,29.79019789999802,10.070426554635944
275,,,,1,relaxation,-0.6340384757515345,-0.6340384757515345,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
276,,,,0,rejected_surface,0.23228080120970063,0.23228080120970063,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
277,,,,0,rejected_surface_compression,0.18444053921551173,0.18444053921551173,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
278,,,,1,coordination,0.011106973905947726,0.011106973905947726,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
279,,,,0,rejected_random_surface,0.4109600558725006,0.4109600558725006,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
280,,,,0,rejected_coordination,0.5325386534596639,0.5325386534596639,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
281,,,,1,relaxation,-0.16756591998657555,-0.16756591998657555,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
282,,,,1,coordination,-0.5656005482208784,-0.5656005482208784,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
283,,,,1,surface,-0.14841232128561188,-0.14841232128561188,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
284,,,,0,rejected_surface,0.4278371761114901,0.4278371761114901,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
285,,,,1,surface_compression,0.16022741562995435,0.16022741562995435,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
286,,,,1,relaxation,0.1668882971485779,0.1668882971485779,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
287,,,,1,random_bulk,0.017290771000325833,0.017290771000325833,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
288,,,,1,random_surface,-0.05762651475250635,-0.05762651475250635,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
289,,,,0,rejected_random_surface,0.02264918589493803,0.02264918589493803,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
290,,,,1,surface,0.09148726697626941,0.09148726697626941,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
291,,,,0,rejected_surface,0.3811983448862719,0.3811983448862719,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
292,,,,1,surface,-0.042696341939944205,-0.042696341939944205,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
293,,,,1,relaxation,-0.05358434130673828,-0.05358434130673828,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
294,,,,1,surface_compression,0.008409710177865293,0.008409710177865293,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
295,,,,1,coordination,0.4885976134804295,0.4885976134804295,0.0,0.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
296,,,,1,surface_compression,-0.14747399485664658,-0.14747399485664658,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
297,,,,1,surface,-0.03161841055520398,-0.03161841055520398,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
298,,,,1,relaxation,-0.08269907578360502,-0.08269907578360502,0.0,1.0,,,,,,,,,,,,,,,,29.79019789999802,10.070426554635944
299,-6556.525750956699,-15.61077559751595,-46.83232679254785,1,surface_compression,-0.017001902594611096,-0.017001902594611096,0.0,1.0,,,134.0,225.0,359.0,278.0,81.0,1.5333333333333334,0.5333333333333333,0.6468842729970327,0.7119047619047619,2.7036488487949373,1.9009918970705793,2.0090862665787728,3.087997681938771,29.79019789999802,10.070426554635944
